sample	ampliconID	subtype	oncogene	amplicon_length	count	count_mbp	index
CURTIS_H001510_T01_01_WG01	amplicon2	ic1	NTRK3|KAT7|DDX5|CLTC|PPM1D|RNF43|BRIP1|CD79B|CANT1|PRKAR1A|ARNT|COL1A1|AXIN2|SPOP|MSI2|SRSF2	52278623	16	0.306052437532641	3
CURTIS_H001511_T01_01_WG01	amplicon1	ic1	DDX5|RNF213|CLTC|PPM1D|RNF43|BRIP1|CD79B|PRKAR1A|COL1A1|AXIN2|MSI2|CANT1	27991139	12	0.428707099057312	3
CURTIS_H001591_T01_01_WG01	amplicon1	ic1	CLTC|BRIP1|PPM1D|FADD|RNF43|CCND1	15425050	6	0.388977669440294	3
CURTIS_H001630_T01_01_WG01	amplicon4	ic1	CDX2|FLT3	26519198	2	0.0754170620091905	3
CURTIS_H001631_T01_01_WG01	amplicon1	ic1	NKX2-1|EIF3E|MYC|EXT1|UBR5|NIN|FOXA1|DDX5|PABPC1|ARHGAP5|COX6C|CD79B|NDRG1|RAD21	67618449	14	0.207044086444515	3
CURTIS_H001664_T01_01_WG01	amplicon1	ic1	CCND3|FGFR1	14485078	2	0.138073126012853	3
CURTIS_H001682_T01_01_WG01	amplicon2	ic1	No oncogene	1205452	0	0	3
CURTIS_H001682_T01_01_WG01	amplicon5	ic1	No oncogene	1417515	0	0	3
CURTIS_H001699_T01_01_WG01	amplicon1	ic1	ERBB2|KAT7|DDX5|CLTC|PPM1D|RNF43|BRIP1|CD79B|IKZF3|PRKAR1A|COL1A1|AXIN2|CDK12|SPOP|MSI2	21776236	15	0.688824276151305	3
CURTIS_H001727_T01_01_WG01	amplicon1	ic1	SETDB1|SRGAP3|EZH2|CLTC|ELF3|PPM1D|BTG2|RGS7|MSI2|SLC45A3|MDM4|ARNT|KAT7|COL1A1	19127385	14	0.73193486720741	3
CURTIS_H004188_T01_01_WG01	amplicon3	ic1	SIX1|FADD|ATM|MAX|NIN|CCND1	36938680	6	0.162431359214785	3
CURTIS_H004188_T01_01_WG01	amplicon2	ic1	No oncogene	1178220	0	0	3
CURTIS_H004210_T01_01_WG01	amplicon1	ic1	CLTC|BRIP1|PPM1D|MSI2|RNF43	14242708	5	0.351056835539983	3
CURTIS_H000396_T01_01_WG01	amplicon1	ic9	NUMA1|MDM2|FADD|CCND1|PTPRB	31889135	5	0.156793214993132	4
CURTIS_H000402_T01_01_WG01	amplicon1	ic9	IKBKB|FADD|CCND1|NUMA1|HOOK3|KAT6A	12304171	6	0.487639516713479	4
CURTIS_H000435_T01_01_WG01	amplicon1	ic9	WT1	3459165	1	0.289087106281429	4
CURTIS_H000472_T01_01_WG01	amplicon2	ic9	IKBKB|SUZ12|HOOK3|FADD|FGFR1|CCND1|KAT6A	13502354	7	0.518428120015221	4
CURTIS_H000497_T01_01_WG01	amplicon1	ic9	No oncogene	4509200	0	0	4
CURTIS_H000505_T01_01_WG01	amplicon2	ic9	IKBKB|FADD|HOOK3|SUZ12|CCND1|KAT6A	11155901	6	0.537831951000641	4
CURTIS_H000513_T01_01_WG01	amplicon1	ic9	IKBKB|HOOK3|FGFR1|KAT6A	9658924	4	0.414124803135422	4
CURTIS_H000535_T01_01_WG01	amplicon2	ic9	EGFR|IKBKB|HOOK3|FGFR1|KAT6A	12448273	5	0.401662142210409	4
CURTIS_H000581_T01_01_WG01	amplicon3	ic9	No oncogene	1850352	0	0	4
CURTIS_H000581_T01_01_WG01	amplicon1	ic9	KRAS	7143180	1	0.139993672286013	4
CURTIS_H001461_T01_01_WG01	amplicon1	ic9	ARHGEF10	5879984	1	0.170068489982286	4
CURTIS_H001466_T01_01_WG01	amplicon1	ic9	BTG2|CDC73|SLC45A3|PTPRC|SRGAP3|ELF3|MDM4	22668017	7	0.308805132800103	4
CURTIS_H001466_T01_01_WG01	amplicon2	ic9	ERBB2|RARA|CDK12|CCR7|IKZF3	2797925	5	1.78703860896915	4
CURTIS_H001482_T01_01_WG01	amplicon1	ic9	No oncogene	4085093	0	0	4
CURTIS_H001519_T01_01_WG01	amplicon2	ic9	WT1|CCND1|FADD|VAV1	7457933	4	0.536341637823778	4
CURTIS_H001541_T01_01_WG01	amplicon1	ic9	FADD|CCND1	6677480	2	0.299514187987085	4
CURTIS_H001554_T01_01_WG01	amplicon1	ic9	MDM2|PTPRB	14395947	2	0.138927991329782	4
CURTIS_H001626_T01_01_WG01	amplicon1	ic9	CHCHD7|FOXA1|SALL4|ARHGAP5|NKX2-1|PLAG1	18126401	6	0.331008896912299	4
CURTIS_H001747_T01_01_WG01	amplicon1	ic9	IKBKB|NRG1|HOOK3|FGFR1|KAT6A	10965815	5	0.455962461522468	4
CURTIS_H002049_T01_01_WG01	amplicon1	ic9	ERBB2|RARA|PPM1D|CLTC|CDK12|BRIP1|IKZF3	5331562	7	1.31293605888856	4
CURTIS_H002097_T01_01_WG01	amplicon1	ic9	IKBKB|HOOK3|FGFR1|KAT6A	8240616	4	0.485400605974117	4
CURTIS_H004297_T01_01_WG01	amplicon1	ic9	FADD|CCND1|KAT6A	5321512	3	0.563749550879524	4
CURTIS_H004482_T01_01_WG01	amplicon1	ic9	MSN|AMER1|FADD|MDM2|AR|CCND1|PTPRB	16953577	7	0.412892217376899	4
CURTIS_H000380_T01_01_WG01	amplicon1	ic6	FGFR1	4240683	1	0.235811070999648	5
CURTIS_H000419_T01_01_WG01	amplicon1	ic6	FADD|IKBKB|HOOK3|FGFR1|CCND1|KAT6A	12319872	6	0.487018046940747	5
CURTIS_H000429_T01_01_WG01	amplicon1	ic6	IKBKB|FGFR1|KAT6A	7177232	3	0.417988438997095	5
CURTIS_H001419_T01_01_WG01	amplicon1	ic6	FADD|FGFR1|CCND1|NUMA1	21468475	4	0.186319708316497	5
CURTIS_H001422_T01_01_WG01	amplicon1	ic6	IKBKB|NRG1|WRN|HOOK3|FGFR1|KAT6A	12580845	6	0.476915501303768	5
CURTIS_H001438_T01_01_WG01	amplicon1	ic6	IKBKB|FADD|FGFR1|CCND1|FAT3|NUMA1|HOOK3|KAT6A	14015771	8	0.570785581471044	5
CURTIS_H001589_T01_01_WG01	amplicon1	ic6	FGFR1	6832949	1	0.146349694692584	5
CURTIS_H001678_T01_01_WG01	amplicon1	ic6	THRAP3|ID3|ARHGEF10L|CSF3R|LCK	14213372	5	0.351781406973658	5
CURTIS_H001678_T01_01_WG01	amplicon2	ic6	IKBKB|HOOK3|FGFR1|KAT6A	6330301	4	0.631881485572329	5
CURTIS_H001692_T01_01_WG01	amplicon1	ic6	IKBKB|HOOK3|FGFR1|KAT6A	9319588	4	0.429203522730833	5
CURTIS_H001717_T01_01_WG01	amplicon1	ic6	No oncogene	5002055	0	0	5
CURTIS_H001717_T01_01_WG01	amplicon2	ic6	FGFR1	2902801	1	0.344494851696689	5
CURTIS_H001728_T01_01_WG01	amplicon2	ic6	CDK6	11131345	1	0.0898364034175565	5
CURTIS_H001728_T01_01_WG01	amplicon5	ic6	No oncogene	8316703	0	0	5
CURTIS_H001730_T01_01_WG01	amplicon1	ic6	PPP2R1A|BCL2L12|NDRG1|FADD|NRG1|MYC|POLD1|FAM135B|EXT1|RAD21|CNOT3|FGFR4|FGFR1|CCND1|NSD1	50527280	15	0.296869334743529	5
CURTIS_H003223_T01_01_WG01	amplicon1	ic6	FADD|FGFR1|CCND1|KAT7|DDX5|CLTC|PPM1D|SRSF2|BRIP1|CD79B|PRKAR1A|COL1A1|CEBPA|AXIN2|SPOP|MSI2	38687245	16	0.413573000610408	5
CURTIS_H004303_T01_01_WG01	amplicon2	ic6	No oncogene	2630981	0	0	5
CURTIS_H004536_T01_01_WG01	amplicon3	ic6	BRCA2	6357424	1	0.157296414396775	5
CURTIS_H000432_T01_01_WG01	amplicon1	ic2	FADD|CCND1|FAT3|NUMA1	28248672	4	0.141599576787185	6
CURTIS_H000485_T01_01_WG01	amplicon3	ic2	NFATC2|FADD|GNAS|CCND1	10729084	4	0.372818406492111	6
CURTIS_H000500_T01_01_WG01	amplicon1	ic2	TNFRSF14	7943675	1	0.125886318360205	6
CURTIS_H000518_T01_01_WG01	amplicon1	ic2	ERBB2|IKZF3|RARA|CDK12|SUZ12	7699040	5	0.649431617448409	6
CURTIS_H000529_T01_01_WG01	amplicon1	ic2	NUMA1|FADD|CCND1|NOTCH2	17701987	4	0.225963333946636	6
CURTIS_H001398_T01_01_WG01	amplicon1	ic2	MEN1|FADD|CCND1|NUMA1	16238740	4	0.246324530105168	6
CURTIS_H001452_T01_01_WG01	amplicon1	ic2	FGFR1	10501093	1	0.095228182437771	6
CURTIS_H001467_T01_01_WG01	amplicon1	ic2	PRDM1	13237472	1	0.0755431248504246	6
CURTIS_H001467_T01_01_WG01	amplicon2	ic2	FGFR1	3833502	1	0.260858087461543	6
CURTIS_H001518_T01_01_WG01	amplicon1	ic2	FADD|CCND1|FANCF|NUMA1	28243501	4	0.141625501739321	6
CURTIS_H001526_T01_01_WG01	amplicon1	ic2	FGFR2	5642249	1	0.177234290794327	6
CURTIS_H001530_T01_01_WG01	amplicon1	ic2	NUMA1|FADD|CCND1	10927450	3	0.274537975465456	6
CURTIS_H001532_T01_01_WG01	amplicon1	ic2	MEN1|IKBKB|FGFR1|CCND1|FADD|NUMA1|HOOK3|KAT6A	35352018	8	0.226295426756119	6
CURTIS_H001534_T01_01_WG01	amplicon1	ic2	FADD|CCND1|NUMA1	16943610	3	0.177057899703782	6
CURTIS_H001680_T01_01_WG01	amplicon1	ic2	NUMA1|NFATC2|PTK6|FADD|SALL4|CCND1	16948329	6	0.354017201341796	6
CURTIS_H001681_T01_01_WG01	amplicon1	ic2	FADD|CCND1|NUMA1	13751382	3	0.218159891129488	6
CURTIS_H001736_T01_01_WG01	amplicon1	ic2	NUMA1|FADD|CCND1	13786761	3	0.217600058490896	6
CURTIS_H002084_T01_01_WG01	amplicon2	ic2	No oncogene	3109400	0	0	6
CURTIS_H004118_T01_01_WG01	amplicon1	ic2	IKBKB|KAT6A|FGFR1|CCND1|HOOK3|FADD	12849855	6	0.466931338913941	6
CURTIS_H004218_T01_01_WG01	amplicon1	ic2	NUMA1|FADD|CCND1	16938476	3	0.177111565408836	6
CURTIS_H004514_T01_01_WG01	amplicon1	ic2	FADD|CCND1	11854715	2	0.168709243537276	6
CURTIS_H000390_T01_01_WG01	amplicon1	ER+ Low	NCOR1|FADD|CCND1	9047976	3	0.331565866222457	7
CURTIS_H000405_T01_01_WG01	amplicon1	ER+ Low	NUMA1|SRGAP3|AKT3|ELF3|ABL2|BTG2|FADD|JAK1|SLC45A3|MDM4|CCND1|SDHC	41795955	12	0.287109123358947	7
CURTIS_H000427_T01_01_WG01	amplicon1	ER+ Low	KAT6B|MDM2	8876599	2	0.225311518521902	7
CURTIS_H000445_T01_01_WG01	amplicon1	ER+ Low	NUMA1|FADD|CCND1|FAT3	24078817	4	0.166121117993463	7
CURTIS_H000454_T01_01_WG01	amplicon1	ER+ Low	KRAS	15794964	1	0.0633113187215875	7
CURTIS_H000463_T01_01_WG01	amplicon1	ER+ Low	FAS|CHD2|NTRK3|IDH2|KAT6B	30124590	5	0.165977362679459	7
CURTIS_H000468_T01_01_WG01	amplicon1	ER+ Low	No oncogene	6050379	0	0	7
CURTIS_H000470_T01_01_WG01	amplicon1	ER+ Low	No oncogene	5272095	0	0	7
CURTIS_H000526_T01_01_WG01	amplicon1	ER+ Low	CLTC|BRIP1|CD79B|PPM1D|SUZ12|MSI2|RNF43|DDX5	9996578	8	0.800273853712741	7
CURTIS_H000532_T01_01_WG01	amplicon2	ER+ Low	SGK1|XPC|USP44|PPARG|BTG1|PPP6C|PRDM1|SUZ12|RAF1	60213759	9	0.149467499612505	7
CURTIS_H001391_T01_01_WG01	amplicon1	ER+ Low	VAV1|CRTC1|MLLT1	3140109	3	0.95538084824444	7
CURTIS_H001392_T01_01_WG01	amplicon2	ER+ Low	NFATC2|PTPRT|SDC4|SALL4|NBEA	16684218	5	0.299684408343262	7
CURTIS_H001415_T01_01_WG01	amplicon1	ER+ Low	RECQL4|NDRG1|MYC|FAM135B|CRNKL1	29071499	5	0.17198975532703	7
CURTIS_H001433_T01_01_WG01	amplicon1	ER+ Low	IKBKB|HOOK3|FADD|FGFR1|CCND1|KAT6A	10862448	6	0.552361677588698	7
CURTIS_H001446_T01_01_WG01	amplicon1	ER+ Low	SDC4	4196217	1	0.23830988721508	7
CURTIS_H001455_T01_01_WG01	amplicon1	ER+ Low	ELL|EGFR|CRTC1|JAK3|ZNF429	6470222	5	0.772771011566527	7
CURTIS_H001468_T01_01_WG01	amplicon1	ER+ Low	FADD|CCND1	20105131	2	0.0994770936831996	7
CURTIS_H001479_T01_01_WG01	amplicon2	ER+ Low	SRGAP3|FOXO3|VHL|LATS1|FANCD2|RAF1|BCLAF1|CHEK2|NF2|TGFBR2|XPC|PPARG|FGFR1|IKBKB|ZNRF3|SGK1|ESR1|TNFAIP3|PRDM1|KAT6A|PTPRK|EWSR1	89473589	22	0.245882614589206	7
CURTIS_H001479_T01_01_WG01	amplicon3	ER+ Low	TRIP11	6262421	1	0.15968265308257	7
CURTIS_H001528_T01_01_WG01	amplicon1	ER+ Low	CEBPA|FOXA1|ARHGAP5|NKX2-1	17517752	4	0.228339800677621	7
CURTIS_H001539_T01_01_WG01	amplicon1	ER+ Low	JAK3|CCND1|DNAJB1|KEAP1|FADD|BRD4|SMARCA4	10160461	7	0.688945117746134	7
CURTIS_H001567_T01_01_WG01	amplicon1	ER+ Low	EIF3E|MYC|EXT1|UBR5|RECQL4|PABPC1|RAD21|COX6C|GNAS|PTK6|NBN|CNBD1|RUNX1T1	66279056	13	0.196140391619337	7
CURTIS_H001570_T01_01_WG01	amplicon1	ER+ Low	FADD|CCND1|CRTC1|ELL	11307697	4	0.353741349808011	7
CURTIS_H001579_T01_01_WG01	amplicon1	ER+ Low	HSP90AB1|CDKN1A|NFKBIE|CCND3|PIM1	9361198	5	0.534119671435216	7
CURTIS_H001585_T01_01_WG01	amplicon1	ER+ Low	EGFR|MYC|FGFR1	19077950	3	0.157249599668728	7
CURTIS_H001620_T01_01_WG01	amplicon1	ER+ Low	FGFR2|RAD21	6111767	2	0.327237605752968	7
CURTIS_H001653_T01_01_WG01	amplicon1	ER+ Low	ERBB3|LRIG3|STAT6|HOXC13|GLI1|CDK4	7956037	6	0.754144305764289	7
